"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"HINDUNILVR","EQ","28-Jul-2017","       1171.90","       1168.60","       1168.60","       1141.60","       1150.00","       1153.85","       1151.03","     860381","           990326066.25","      29446","     566104","         65.80"
"HINDUNILVR","EQ","31-Jul-2017","       1153.85","       1159.95","       1162.60","       1142.10","       1160.40","       1155.75","       1150.43","     955459","          1099187393.15","      24102","     706038","         73.90"
"HINDUNILVR","EQ","01-Aug-2017","       1155.75","       1154.00","       1176.90","       1154.00","       1174.45","       1173.95","       1170.77","    1359063","          1591148850.05","      37938","    1066199","         78.45"
"HINDUNILVR","EQ","02-Aug-2017","       1173.95","       1174.00","       1175.00","       1159.70","       1160.30","       1168.75","       1167.06","     587711","           685893771.20","      28366","     382997","         65.17"
"HINDUNILVR","EQ","03-Aug-2017","       1168.75","       1165.50","       1179.60","       1158.00","       1170.10","       1169.90","       1170.81","     597333","           699364820.95","      28633","     373613","         62.55"
"HINDUNILVR","EQ","04-Aug-2017","       1169.90","       1162.00","       1196.30","       1162.00","       1193.00","       1192.10","       1185.64","    1116836","          1324167074.10","      42446","     694169","         62.15"
"HINDUNILVR","EQ","07-Aug-2017","       1192.10","       1173.00","       1193.10","       1171.35","       1177.95","       1186.30","       1184.16","     868190","          1028072406.05","      40921","     631855","         72.78"
"HINDUNILVR","EQ","08-Aug-2017","       1186.30","       1181.70","       1209.00","       1181.00","       1189.50","       1191.00","       1196.14","    1329938","          1590795737.90","      57619","     859947","         64.66"
"HINDUNILVR","EQ","09-Aug-2017","       1191.00","       1189.50","       1195.50","       1176.35","       1188.60","       1185.35","       1188.18","     833002","           989752508.85","      34150","     504712","         60.59"
"HINDUNILVR","EQ","10-Aug-2017","       1185.35","       1174.85","       1183.60","       1166.20","       1170.00","       1170.70","       1173.54","     699787","           821224811.55","      33168","     455716","         65.12"
"HINDUNILVR","EQ","11-Aug-2017","       1170.70","       1160.05","       1174.80","       1143.55","       1155.00","       1152.80","       1156.94","     861457","           996652294.10","      29621","     553097","         64.20"
"HINDUNILVR","EQ","14-Aug-2017","       1152.80","       1154.50","       1169.90","       1147.20","       1159.05","       1155.70","       1158.63","     526828","           610400660.25","      35780","     313395","         59.49"
"HINDUNILVR","EQ","16-Aug-2017","       1155.70","       1151.00","       1190.60","       1151.00","       1187.00","       1186.35","       1178.03","    1366648","          1609952538.05","      55267","     921557","         67.43"
"HINDUNILVR","EQ","17-Aug-2017","       1186.35","       1185.00","       1185.00","       1165.00","       1176.50","       1177.30","       1175.71","     961319","          1130228845.75","      54456","     673680","         70.08"
"HINDUNILVR","EQ","18-Aug-2017","       1177.30","       1170.00","       1206.30","       1169.45","       1201.90","       1202.20","       1191.29","    1407292","          1676491944.90","      47321","    1037933","         73.75"
"HINDUNILVR","EQ","21-Aug-2017","       1202.20","       1202.30","       1208.00","       1182.35","       1192.60","       1191.45","       1191.26","     965962","          1150711847.90","      38792","     631916","         65.42"
"HINDUNILVR","EQ","22-Aug-2017","       1191.45","       1206.30","       1207.35","       1188.05","       1199.80","       1199.60","       1196.66","     916218","          1096400027.30","      40231","     621119","         67.79"
"HINDUNILVR","EQ","23-Aug-2017","       1199.60","       1195.10","       1195.45","       1183.00","       1190.00","       1188.15","       1187.96","     831796","           988138959.10","      25880","     504554","         60.66"
"HINDUNILVR","EQ","24-Aug-2017","       1188.15","       1188.00","       1189.70","       1175.30","       1182.00","       1179.70","       1179.30","     780599","           920560506.45","      38930","     492841","         63.14"
"HINDUNILVR","EQ","28-Aug-2017","       1179.70","       1181.35","       1202.85","       1178.75","       1200.00","       1199.70","       1191.95","     630713","           751779122.80","      37923","     440977","         69.92"
"HINDUNILVR","EQ","29-Aug-2017","       1199.70","       1195.15","       1198.55","       1183.00","       1190.00","       1190.45","       1187.23","    1002082","          1189698039.05","      26053","     783695","         78.21"
"HINDUNILVR","EQ","30-Aug-2017","       1190.45","       1197.50","       1209.60","       1187.25","       1201.90","       1204.30","       1200.85","     666156","           799951954.50","      31218","     396192","         59.47"
"HINDUNILVR","EQ","31-Aug-2017","       1204.30","       1201.85","       1222.80","       1194.30","       1215.10","       1219.75","       1211.96","    1425125","          1727195417.75","      46730","     919643","         64.53"
"HINDUNILVR","EQ","01-Sep-2017","       1219.75","       1216.25","       1222.00","       1207.15","       1215.75","       1216.15","       1215.38","     622867","           757017699.25","      42174","     365980","         58.76"
"HINDUNILVR","EQ","04-Sep-2017","       1216.15","       1214.85","       1214.85","       1193.75","       1194.10","       1197.15","       1200.75","     586791","           704589156.35","      44725","     392962","         66.97"
"HINDUNILVR","EQ","05-Sep-2017","       1197.15","       1196.40","       1211.50","       1192.30","       1204.00","       1205.20","       1203.58","     699191","           841529750.00","      49473","     457485","         65.43"
"HINDUNILVR","EQ","06-Sep-2017","       1205.20","       1202.00","       1212.00","       1200.30","       1202.60","       1206.40","       1206.07","     670064","           808146178.05","      28400","     517108","         77.17"
"HINDUNILVR","EQ","07-Sep-2017","       1206.40","       1209.00","       1221.75","       1203.70","       1209.00","       1208.75","       1211.53","     781792","           947161016.60","      42335","     528160","         67.56"
"HINDUNILVR","EQ","08-Sep-2017","       1208.75","       1210.25","       1218.35","       1202.10","       1204.90","       1207.55","       1210.05","     663219","           802528428.80","      34470","     443645","         66.89"
"HINDUNILVR","EQ","11-Sep-2017","       1207.55","       1206.00","       1232.00","       1206.00","       1217.00","       1219.90","       1224.19","     794869","           973070275.40","      38165","     364323","         45.83"
"HINDUNILVR","EQ","12-Sep-2017","       1219.90","       1224.00","       1255.00","       1223.00","       1249.15","       1249.80","       1240.84","    1164498","          1444950412.90","      45613","     761081","         65.36"
"HINDUNILVR","EQ","13-Sep-2017","       1249.80","       1250.00","       1259.00","       1245.20","       1250.50","       1250.95","       1250.77","     848136","          1060822300.85","      32167","     588133","         69.34"
"HINDUNILVR","EQ","14-Sep-2017","       1250.95","       1262.10","       1262.10","       1230.10","       1241.10","       1247.85","       1252.83","    1239363","          1552706624.95","      22980","     905726","         73.08"
"HINDUNILVR","EQ","15-Sep-2017","       1247.85","       1242.10","       1256.80","       1235.60","       1253.95","       1246.00","       1245.30","    1333125","          1660143540.90","      34386","    1110451","         83.30"
"HINDUNILVR","EQ","18-Sep-2017","       1246.00","       1250.00","       1285.95","       1246.00","       1282.00","       1280.05","       1272.30","     781532","           994342636.70","      25210","     434220","         55.56"
"HINDUNILVR","EQ","19-Sep-2017","       1280.05","       1287.60","       1287.60","       1273.55","       1285.00","       1279.30","       1280.20","     563558","           721467180.65","      23117","     368896","         65.46"
"HINDUNILVR","EQ","20-Sep-2017","       1279.30","       1280.00","       1281.35","       1255.10","       1257.55","       1259.35","       1262.61","    1179496","          1489241701.70","      51488","     909285","         77.09"
"HINDUNILVR","EQ","21-Sep-2017","       1259.35","       1261.00","       1261.90","       1248.00","       1253.40","       1256.70","       1253.58","     913615","          1145289043.20","      49123","     613564","         67.16"
"HINDUNILVR","EQ","22-Sep-2017","       1256.70","       1252.20","       1252.25","       1234.10","       1240.50","       1239.20","       1241.24","    1208698","          1500279425.75","      51664","     909368","         75.24"
"HINDUNILVR","EQ","25-Sep-2017","       1239.20","       1239.90","       1259.00","       1237.50","       1247.90","       1247.15","       1247.28","    1271436","          1585835638.80","      86610","     953336","         74.98"
"HINDUNILVR","EQ","26-Sep-2017","       1247.15","       1261.10","       1261.10","       1201.05","       1217.00","       1217.35","       1215.04","    1751337","          2127936144.20","     100839","    1131488","         64.61"
"HINDUNILVR","EQ","27-Sep-2017","       1217.35","       1217.00","       1217.50","       1188.00","       1210.10","       1205.90","       1198.49","    2299025","          2755350415.45","      87834","    1566060","         68.12"
"HINDUNILVR","EQ","28-Sep-2017","       1205.90","       1205.80","       1212.95","       1192.15","       1203.10","       1202.80","       1201.70","    3007522","          3614143818.20","      94915","    2254870","         74.97"
"HINDUNILVR","EQ","29-Sep-2017","       1202.80","       1209.80","       1209.80","       1169.00","       1169.65","       1173.90","       1181.42","    2274339","          2686943073.15","      67314","    1649492","         72.53"
"HINDUNILVR","EQ","03-Oct-2017","       1173.90","       1176.50","       1191.85","       1171.00","       1190.10","       1186.35","       1181.25","    1970990","          2328227125.95","      54942","    1633042","         82.85"
"HINDUNILVR","EQ","04-Oct-2017","       1186.35","       1191.10","       1204.50","       1178.70","       1204.35","       1197.50","       1195.33","    2448425","          2926682340.90","      46029","    2005412","         81.91"
"HINDUNILVR","EQ","05-Oct-2017","       1197.50","       1204.35","       1204.50","       1183.20","       1185.90","       1187.65","       1191.29","    2305862","          2746959800.05","      61373","    1918077","         83.18"
"HINDUNILVR","EQ","06-Oct-2017","       1187.65","       1193.00","       1211.60","       1192.15","       1211.60","       1207.30","       1200.03","     508700","           610455919.05","      25250","     263737","         51.85"
"HINDUNILVR","EQ","09-Oct-2017","       1207.30","       1217.50","       1223.35","       1205.05","       1222.50","       1220.25","       1216.40","     720819","           876807632.50","      17054","     525677","         72.93"
"HINDUNILVR","EQ","10-Oct-2017","       1220.25","       1224.10","       1230.35","       1205.00","       1209.00","       1209.20","       1215.80","     802675","           975890527.45","      32367","     501426","         62.47"
"HINDUNILVR","EQ","11-Oct-2017","       1209.20","       1215.00","       1220.50","       1198.60","       1214.95","       1218.05","       1210.54","    1096016","          1326769307.50","      40818","     731778","         66.77"
"HINDUNILVR","EQ","12-Oct-2017","       1218.05","       1220.05","       1245.00","       1216.25","       1242.00","       1241.00","       1237.18","     982442","          1215458422.45","      31009","     454403","         46.25"
"HINDUNILVR","EQ","13-Oct-2017","       1241.00","       1238.00","       1253.00","       1231.20","       1248.05","       1248.60","       1243.33","     840717","          1045285489.80","      32424","     400088","         47.59"
"HINDUNILVR","EQ","16-Oct-2017","       1248.60","       1250.00","       1287.50","       1249.95","       1281.35","       1281.30","       1275.90","    1276141","          1628234663.35","      50876","     779912","         61.11"
"HINDUNILVR","EQ","17-Oct-2017","       1281.30","       1285.00","       1288.65","       1271.00","       1281.45","       1282.15","       1277.15","     654497","           835890231.25","      27514","     428982","         65.54"
"HINDUNILVR","EQ","18-Oct-2017","       1282.15","       1277.00","       1282.60","       1260.00","       1265.00","       1263.95","       1268.41","     697765","           885053145.45","      28672","     446105","         63.93"
"HINDUNILVR","EQ","19-Oct-2017","       1263.95","       1265.00","       1270.00","       1253.70","       1255.00","       1257.70","       1260.69","      67835","            85518787.95","       2845","      18698","         27.56"
"HINDUNILVR","EQ","23-Oct-2017","       1257.70","       1266.00","       1277.60","       1238.60","       1253.00","       1249.95","       1257.01","     791883","           995402479.75","      71314","     534469","         67.49"
"HINDUNILVR","EQ","24-Oct-2017","       1249.95","       1254.90","       1274.00","       1254.00","       1271.95","       1270.05","       1266.52","    1055569","          1336899672.35","      44550","     752527","         71.29"
"HINDUNILVR","EQ","25-Oct-2017","       1270.05","       1281.00","       1283.40","       1265.10","       1274.75","       1272.45","       1274.15","    1332232","          1697458300.00","      56629","     825270","         61.95"
"HINDUNILVR","EQ","26-Oct-2017","       1272.45","       1285.00","       1285.00","       1253.50","       1268.85","       1273.70","       1267.26","    2321903","          2942448440.15","      55747","    1610722","         69.37"
"HINDUNILVR","EQ","27-Oct-2017","       1273.70","       1273.70","       1273.70","       1246.00","       1257.65","       1260.15","       1255.56","     875032","          1098657080.60","      36379","     548797","         62.72"
"HINDUNILVR","EQ","30-Oct-2017","       1260.15","       1260.00","       1269.45","       1230.00","       1237.70","       1234.20","       1247.94","    1063165","          1326768257.15","      26269","     786826","         74.01"
"HINDUNILVR","EQ","31-Oct-2017","       1234.20","       1241.00","       1249.90","       1230.45","       1239.00","       1237.45","       1239.06","     722440","           895143322.55","      26200","     470173","         65.08"
"HINDUNILVR","EQ","01-Nov-2017","       1237.45","       1238.70","       1263.00","       1238.00","       1261.00","       1258.00","       1254.13","    1243886","          1559996174.60","      26299","     864329","         69.49"
"HINDUNILVR","EQ","02-Nov-2017","       1258.00","       1261.00","       1261.05","       1238.05","       1242.00","       1241.50","       1244.68","     762274","           948787093.80","      26555","     523514","         68.68"
"HINDUNILVR","EQ","03-Nov-2017","       1241.50","       1245.00","       1245.00","       1232.00","       1240.00","       1239.50","       1237.99","     656886","           813220787.05","      28697","     445848","         67.87"
"HINDUNILVR","EQ","06-Nov-2017","       1239.50","       1239.00","       1249.50","       1234.95","       1241.00","       1240.60","       1240.86","     532305","           660513923.90","      24006","     364556","         68.49"
"HINDUNILVR","EQ","07-Nov-2017","       1240.60","       1235.10","       1252.20","       1226.35","       1239.75","       1234.20","       1235.46","     949224","          1172727953.35","      25417","     668851","         70.46"
"HINDUNILVR","EQ","08-Nov-2017","       1234.20","       1240.35","       1247.90","       1228.60","       1240.00","       1235.30","       1236.41","     872203","          1078401083.15","      48852","     646734","         74.15"
"HINDUNILVR","EQ","09-Nov-2017","       1235.30","       1249.50","       1286.05","       1241.20","       1255.00","       1252.90","       1255.91","    1417669","          1780458721.65","      38903","     660631","         46.60"
"HINDUNILVR","EQ","10-Nov-2017","       1252.90","       1254.65","       1299.25","       1244.30","       1292.00","       1290.65","       1277.42","    1933002","          2469260778.45","      47760","    1118577","         57.87"
"HINDUNILVR","EQ","13-Nov-2017","       1290.65","       1295.00","       1315.00","       1269.25","       1275.00","       1279.50","       1298.04","    1413270","          1834486578.85","      88573","     662306","         46.86"
